series_id,series_name,trust,reject_reason,leverage,reset,underlying_token
S000106211,GraniteShares 2x Long [Axiom Space] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[Axiom Space]
S000106212,GraniteShares 2x Short [Axiom Space] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[Axiom Space]
S000106215,GraniteShares 2x Long [Nscale] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[Nscale]
S000106216,GraniteShares 2x Short [Nscale] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[Nscale]
S000106227,GraniteShares 2x Long [Scale AI] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[Scale AI]
S000106228,GraniteShares 2x Short [Scale AI] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[Scale AI]
S000106231,GraniteShares 2x Long [Croq] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[Croq]
S000106232,GraniteShares 2x Short [Croq] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[Croq]
S000106235,GraniteShares 2x Long [SambaNova] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[SambaNova]
S000106236,GraniteShares 2x Short [SambaNova] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[SambaNova]
S000106239,GraniteShares 2x Long [Sierra Space] Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,[Sierra Space]
S000106240,GraniteShares 2x Short [Sierra Space] Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,[Sierra Space]
S000106245,Defiance Daily Target 2X Long [Toss] ETF,Tidal Trust II,underlying_private,2.0,daily,[Toss]
S000106246,Defiance Daily Target 2X Short [Toss] ETF,Tidal Trust II,underlying_private,-2.0,daily,[Toss]
S000106279,Leverage Shares 1X Short Sierra Space Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Sierra Space
S000106280,Leverage Shares 2X Long Sierra Space Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Sierra Space
S000106281,Leverage Shares 2X Short Sierra Space Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Sierra Space
S000106283,Leverage Shares 1X Short Scale AI Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Scale AI
S000106284,Leverage Shares 2X Long Scale AI Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Scale AI
S000106285,Leverage Shares 2X Short Scale AI Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Scale AI
S000106289,Leverage Shares 1X Short NScale Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,NScale
S000106290,Leverage Shares 2X Long NScale Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,NScale
S000106291,Leverage Shares 2X Short NScale Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,NScale
S000106292,Leverage Shares 1X Short Groq Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Groq
S000106293,Leverage Shares 2X Long Groq Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Groq
S000106294,Leverage Shares 2X Short Groq Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Groq
S000106304,Leverage Shares 1X Short Axiom Space Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Axiom Space
S000106305,Leverage Shares 2X Long Axiom Space Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Axiom Space
S000106306,Leverage Shares 2X Short Axiom Space Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Axiom Space
S000106307,Leverage Shares 1X Short SambaNova Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,SambaNova
S000106308,Leverage Shares 2X Long SambaNova Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,SambaNova
S000106309,Leverage Shares 2X Short SambaNova Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,SambaNova
S000106315,Leverage Shares 1X Short Relativity Space Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Relativity Space
S000106316,Leverage Shares 2X Long Relativity Space Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Relativity Space
S000106317,Leverage Shares 2X Short Relativity Space Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Relativity Space
S000106377,Kodex SK Hynix 2x Long Daily ETF,Amplify ETF Trust,underlying_nonus_stock,2.0,daily,Kodex SK Hynix
S000106414,Portfolio Building Block 1X Inverse Developed Markets Ex US Daily Target ETF,Tidal Trust IV,product_type,-1.0,daily,Portfolio Building Block Developed Markets Ex US
S000106415,Portfolio Building Block 1X Inverse US Growth Daily Target ETF,Tidal Trust IV,product_type,-1.0,daily,Portfolio Building Block US Growth
S000106416,Portfolio Building Block 1X Inverse US Large Cap Daily Target ETF,Tidal Trust IV,product_type,-1.0,daily,Portfolio Building Block US Large Cap
S000106417,Portfolio Building Block 1X Inverse US Value Daily Target ETF,Tidal Trust IV,product_type,-1.0,daily,Portfolio Building Block US Value
S000106437,Direxion Daily SK Hynix Bull 2X ETF,Direxion Shares ETF Trust,underlying_nonus_stock,2.0,daily,SK Hynix
S000106466,Tradr 2X Long Applied Intuition Daily ETF,Investment Managers Series Trust II,underlying_private,2.0,daily,Applied Intuition
S000106467,Tradr 2X Short Applied Intuition Daily ETF,Investment Managers Series Trust II,underlying_private,-2.0,daily,Applied Intuition
S000106489,Defiance Daily Target 2X Long [Quantinuum] ETF,Tidal Trust II,underlying_private,2.0,daily,[Quantinuum]
S000106503,Defiance Daily Target 2X Long Kraken Robotics ETF,Tidal Trust II,underlying_private,2.0,daily,Kraken Robotics
S000106506,Defiance Daily Target 2X Long SK Hynix ETF,Tidal Trust II,underlying_nonus_stock,2.0,daily,SK Hynix
S000106511,Tradr 2X Long Celonis Daily ETF,Investment Managers Series Trust II,underlying_private,2.0,daily,Celonis
S000106512,Tradr 2X Short Celonis Daily ETF,Investment Managers Series Trust II,underlying_private,-2.0,daily,Celonis
S000106592,T-REX 2X LONG SIVE DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,SIVE
S000106593,T-REX 2X LONG HANWHA AEROSPACE DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,HANWHA AEROSPACE
S000106594,T-REX 2X LONG HYUNDAI DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,HYUNDAI
S000106595,T-REX 2X LONG SAMSUNG DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,SAMSUNG
S000106596,T-REX 2X LONG METAPLANET DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,METAPLANET
S000106597,T-REX 2X LONG NINTENDO DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,NINTENDO
S000106598,T-REX 2X LONG SOFTBANK DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,SOFTBANK
S000106641,Tradr 2X Long SK Hynix Daily ETF,Investment Managers Series Trust II,underlying_nonus_stock,2.0,daily,SK Hynix
S000106642,Tradr 2X Short SK Hynix Daily ETF,Investment Managers Series Trust II,underlying_nonus_stock,-2.0,daily,SK Hynix
S000106649,Leverage Shares 1X Short Applied Intuition Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Applied Intuition
S000106650,Leverage Shares 2X Long Applied Intuition Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Applied Intuition
S000106651,Leverage Shares 2X Short Applied Intuition Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Applied Intuition
S000106652,Leverage Shares 1X Short Revolut Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Revolut
S000106653,Leverage Shares 2X Long Revolut Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Revolut
S000106654,Leverage Shares 2X Short Revolut Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Revolut
S000106655,Leverage Shares 1X Short Anduril Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Anduril
S000106656,Leverage Shares 2X Long Anduril Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Anduril
S000106657,Leverage Shares 2X Short Anduril Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Anduril
S000106658,Leverage Shares 1X Short Roze Daily ETF,Themes ETF Trust,underlying_private,-1.0,daily,Roze
S000106659,Leverage Shares 2X Long Roze Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Roze
S000106660,Leverage Shares 2X Short Roze Daily ETF,Themes ETF Trust,underlying_private,-2.0,daily,Roze
S000106738,Tradr 2X Long Dataiku Daily ETF,Investment Managers Series Trust II,underlying_private,2.0,daily,Dataiku
S000106739,Tradr 2X Short Dataiku Daily ETF,Investment Managers Series Trust II,underlying_private,-2.0,daily,Dataiku
S000106842,Aristotle Short Term Income ETF,Aristotle Funds Series Trust,product_type,,unknown,Aristotle Term Income
S000106959,GraniteShares 2x Long Crusoe Energy Systems Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,Crusoe Energy Systems
S000106960,GraniteShares 2x Short Crusoe Energy Systems Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,Crusoe Energy Systems
S000106964,GraniteShares 2x Long Kioxia Daily ETF,GraniteShares ETF Trust,underlying_nonus_stock,2.0,daily,Kioxia
S000106965,GraniteShares 2x Short Kioxia Daily ETF,GraniteShares ETF Trust,underlying_nonus_stock,-2.0,daily,Kioxia
S000107014,iShares Short Duration Muni Active ETF,BlackRock ETF Trust II,product_type,,unknown,Duration Muni Active
S000107033,Harbor Short Term Treasury ETF,Harbor ETF Trust,product_type,,unknown,Harbor Term Treasury
S000107398,Leverage Shares 2X Long Advantest Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Advantest
S000107399,Leverage Shares 2X Long Tencent Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Tencent
S000107400,Leverage Shares 2X Long Tokyo Electron Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Tokyo Electron
S000107401,Leverage Shares 2X Long Xiaomi Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Xiaomi
S000107402,Leverage Shares 2X Long Disco Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Disco
S000107403,Leverage Shares 2X Long Fujikura Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Fujikura
S000107404,Leverage Shares 2X Long Infineon Technologies Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Infineon Technologies
S000107405,Leverage Shares 2X Long Kioxia Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Kioxia
S000107406,Leverage Shares 2X Long Lasertec Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Lasertec
S000107407,Leverage Shares 2X Long Samsung Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Samsung
S000107408,Leverage Shares 2X Long Schneider Electric Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Schneider Electric
S000107409,Leverage Shares 2X Long Softbank Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Softbank
S000107428,ProShares Ultra Kioxia,PROSHARES TRUST,underlying_nonus_stock,2.0,daily,Kioxia
S000107429,T-REX 2X LONG OPENAI DAILY TARGET ETF,ETF Opportunities Trust,underlying_private,2.0,daily,OPENAI
S000107430,T-REX 2X LONG QUANTINUUM DAILY TARGET ETF,ETF Opportunities Trust,underlying_private,2.0,daily,QUANTINUUM
S000107431,ProShares Ultra Roze,PROSHARES TRUST,underlying_private,2.0,daily,Roze
S000107433,T-REX 2X LONG KIOXIA DAILY TARGET ETF,ETF Opportunities Trust,underlying_nonus_stock,2.0,daily,KIOXIA
S000107491,GraniteShares Short Term LockBox ETF,GraniteShares ETF Trust,no_leverage_parsed,,unknown,Term LockBox
S000107492,GraniteShares 2x Long ROZE Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,ROZE
S000107493,GraniteShares 2x Short ROZE Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,ROZE
S000107500,GraniteShares 2x Long Oura Health Daily ETF,GraniteShares ETF Trust,underlying_private,2.0,daily,Oura Health
S000107501,GraniteShares 2x Short Oura Health Daily ETF,GraniteShares ETF Trust,underlying_private,-2.0,daily,Oura Health
S000107510,Leverage Shares 2X Long BE Semiconductor Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,BE Semiconductor
S000107511,Leverage Shares 2X Long Hanmi Semiconductor Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Hanmi Semiconductor
S000107512,Leverage Shares 2X Long Leeno Industrial Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Leeno Industrial
S000107513,Leverage Shares 2X Long MiniMax Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,MiniMax
S000107514,Leverage Shares 2X Long SK Square Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,SK Square
S000107515,Leverage Shares 2X Long Simens Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Simens
S000107517,Leverage Shares 2X Long Sivers Semiconductors Daily ETF,Themes ETF Trust,underlying_nonus_stock,2.0,daily,Sivers Semiconductors
S000107550,ProShares Ultra Crusoe,PROSHARES TRUST,underlying_private,2.0,daily,Crusoe
S000107551,ProShares Ultra Nscale,PROSHARES TRUST,underlying_private,2.0,daily,Nscale
S000107552,ProShares Ultra VAST Data,PROSHARES TRUST,underlying_private,2.0,daily,VAST Data
S000107636,Leverage Shares 2X Long Crusoe Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,Crusoe
S000107638,Leverage Shares 2X Long VAST Data Daily ETF,Themes ETF Trust,underlying_private,2.0,daily,VAST Data
S000107654,Leverage Shares 3X Long Anthropic Daily ETF,Themes ETF Trust,underlying_private,3.0,daily,Anthropic
S000107656,Leverage Shares 3X Long OpenAI Daily ETF,Themes ETF Trust,underlying_private,3.0,daily,OpenAI
S000107688,ProShares Ultra Oura,PROSHARES TRUST,underlying_private,2.0,daily,Oura
S000107689,ProShares Ultra SB Energy,PROSHARES TRUST,underlying_private,2.0,daily,SB Energy
S000014272,ProShares Short Basic Materials,PROSHARES TRUST,never_launched_or_no_filings,-1.0,daily,Basic Materials
S000022758,Direxion Daily Latin America Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Latin America
S000022783,Direxion Daily Homebuilders & Supplies Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Homebuilders Supplies
S000022788,Direxion Daily MSCI Developed Markets Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,MSCI Developed Markets
S000027477,Direxion Daily Utilities Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Utilities
S000027478,Direxion Daily Consumer Discretionary Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Consumer Discretionary
S000027479,Direxion Daily Consumer Staples Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Consumer Staples
S000027485,Direxion Daily Consumer Staples Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,Consumer Staples
S000027488,Direxion Daily Retail Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Retail
S000028923,ProShares Ultra S&P Regional Banking,PROSHARES TRUST,never_launched_or_no_filings,2.0,daily,S&P Regional Banking
S000028924,ProShares Short S&P Regional Banking,PROSHARES TRUST,never_launched_or_no_filings,-1.0,daily,S&P Regional Banking
S000029357,Direxion Daily Russia Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Russia
S000029778,ProShares UltraShort TIPs,PROSHARES TRUST,never_launched_or_no_filings,-2.0,daily,TIPs
S000031293,Direxion Daily Small Cap Bear 1X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-1.0,daily,Small Cap
S000037029,ProShares UltraPro Financial Select Sector,PROSHARES TRUST,never_launched_or_no_filings,3.0,daily,Financial Select Sector
S000037031,ProShares UltraPro Short Financial Select Sector,PROSHARES TRUST,never_launched_or_no_filings,-3.0,daily,Financial Select Sector
S000037956,Direxion Daily Small Cap Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Small Cap
S000038647,Direxion Daily Dow 30 Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,Dow 30
S000038648,Direxion Daily Dow 30 Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Dow 30
S000041172,Direxion Daily MSCI Japan Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,MSCI Japan
S000048100,ProShares Ultra Junior Miners,PROSHARES TRUST,never_launched_or_no_filings,2.0,daily,Junior Miners
S000049728,ProShares UltraPro Short Nasdaq Biotechnology,PROSHARES TRUST,never_launched_or_no_filings,-3.0,daily,Nasdaq Biotechnology
S000049733,ProShares UltraPro Nasdaq Biotechnology,PROSHARES TRUST,never_launched_or_no_filings,3.0,daily,Nasdaq Biotechnology
S000050533,Direxion Daily Pharmaceutical & Medical Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Pharmaceutical Medical
S000054616,Direxion Daily MSCI European Financials Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,MSCI European Financials
S000055200,Direxion Daily CSI China Internet Index Bear 1X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-1.0,daily,CSI China Internet Index
S000057168,Direxion Daily Metals & Mining Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Metals Mining
S000057170,Direxion Daily Transportation Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Transportation
S000057173,Direxion Daily MSCI Italy Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,MSCI Italy
S000057174,Direxion Daily MSCI Italy Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,MSCI Italy
S000057176,Direxion Daily MSCI Mexico Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,MSCI Mexico
S000057178,Direxion Daily MSCI Real Estate Bear 1X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-1.0,daily,MSCI Real Estate
S000057186,Direxion Daily Aerospace & Defense Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Aerospace Defense
S000057188,Direxion Daily Industrials Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,Industrials
S000057189,Direxion Daily Metals & Mining Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,Metals Mining
S000066275,Direxion Daily MSCI Brazil Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,MSCI Brazil
S000066276,Direxion Daily MSCI India Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,MSCI India
S000066277,Direxion Daily MSCI South Korea Bear 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-3.0,daily,MSCI South Korea
S000066278,Direxion Daily MSCI Turkey Bull 3X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,3.0,daily,MSCI Turkey
S000070717,ProShares UltraShort Nasdaq Cybersecurity,PROSHARES TRUST,never_launched_or_no_filings,-2.0,daily,Nasdaq Cybersecurity
S000070719,ProShares UltraShort Cloud Computing,PROSHARES TRUST,never_launched_or_no_filings,-2.0,daily,Cloud Computing
S000072017,ETFMG 2x Daily Video Game Tech ETF,ETF Managers Trust,never_launched_or_no_filings,2.0,daily,Video Game Tech
S000072082,Direxion Daily Travel & Vacation Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Travel Vacation
S000072482,Direxion Daily Global Clean Energy Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Global Clean Energy
S000072484,Direxion Daily TSLA Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,TSLA
S000073590,Direxion Daily US Infrastructure Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,US Infrastructure
S000073592,Direxion Daily FinTech Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,FinTech
S000073594,Direxion Daily Software Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Software
S000073596,Direxion Daily Metal Miners Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Metal Miners
S000074234,Direxion Daily Aviation Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Aviation
S000074235,Direxion Daily Aviation Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Aviation
S000074238,Direxion Daily Rare Earth/Strategic Metals Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Rare Earth/Strategic Metals
S000074239,Direxion Daily Rare Earth/Strategic Metals Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Rare Earth/Strategic Metals
S000074240,Direxion Daily Sports Betting & iGaming Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,Sports Betting iGaming
S000074241,Direxion Daily Sports Betting & iGaming Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Sports Betting iGaming
S000074674,Elevate Shares 2X Daily BLOK ETF,Tidal ETF Trust,never_launched_or_no_filings,2.0,daily,BLOK
S000075016,Direxion Daily S&P 500 Equal Weight Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,S&P 500 Equal Weight
S000075017,Direxion Daily S&P 500 Pure Growth Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,S&P 500 Growth
S000075018,Direxion Daily S&P 500 Pure Growth Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,S&P 500 Growth
S000075019,Direxion Daily S&P 500 Pure Value Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,S&P 500 Value
S000075020,Direxion Daily S&P 500 Pure Value Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,S&P 500 Value
S000075760,Direxion Daily China Technology Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,China Technology
S000075766,Direxion Daily China Technology Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,China Technology
S000075768,Direxion Daily Electric and Autonomous Vehicles Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,Electric Autonomous Vehicles
S000075769,Direxion Daily E-Gaming Bull 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,2.0,daily,E-Gaming
S000075770,Direxion Daily E-Gaming Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,E-Gaming
S000076090,AXS 1.25X BA Bear Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,-1.25,daily,BA
S000076091,AXS 1.25X NVDA Bull Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,1.25,daily,NVDA
S000076098,AXS 1.25X WFC Bear Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,-1.25,daily,WFC
S000076099,AXS 1.25X WFC Bull Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,1.25,daily,WFC
S000076100,AXS 1.25X BA Bull Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,1.25,daily,BA
S000076101,AXS 2X COP Bear Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,-2.0,daily,COP
S000076102,AXS 2X COP Bull Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,2.0,daily,COP
S000076103,AXS 1.5X CRM Bear Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,-1.5,daily,CRM
S000076104,AXS 1.5X CRM Bull Daily ETF,Investment Managers Series Trust II,never_launched_or_no_filings,1.5,daily,CRM
S000076231,Direxion Daily NFLX Bull 1.25X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,1.25,daily,NFLX
S000076232,Direxion Daily NFLX Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,NFLX
S000076234,Direxion Daily AAPL Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,AAPL
S000076236,Direxion Daily MSFT Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,MSFT
S000076238,Direxion Daily AMZN Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,AMZN
S000076240,Direxion Daily GOOGL Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,GOOGL
S000076241,Direxion Daily NFLX Bear 1X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-1.0,daily,NFLX
S000076242,Direxion Daily NVDA Bull 1.25X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,1.25,daily,NVDA
S000076243,Direxion Daily NVDA Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,NVDA
S000076249,Direxion Daily META Bull 1.25X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,1.25,daily,META
S000076250,Direxion Daily META Bear 2X Shares,Direxion Shares ETF Trust,never_launched_or_no_filings,-2.0,daily,META
S000076275,Constrained Capital ESG Orphans Daily Inverse ETF,Tidal ETF Trust,never_launched_or_no_filings,-1.0,daily,Constrained ESG Orphans
S000076342,GraniteShares 2x Long Moderna Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,2.0,daily,Moderna
S000076346,GraniteShares 2x Long Peloton Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,2.0,daily,Peloton
S000076348,GraniteShares 2x Long Tilray Daily ETF,GraniteShares ETF Trust,never_launched_or_no_filings,2.0,daily,Tilray
S000076700,Elevate Shares 2X Daily METV ETF,Tidal ETF Trust,never_launched_or_no_filings,2.0,daily,METV
S000076701,Elevate Shares 2X Daily BETZ ETF,Tidal ETF Trust,never_launched_or_no_filings,2.0,daily,BETZ
S000077577,Kurv Apple (AAPL) 1.75x Long Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,1.75,daily,AAPL
S000077579,Kurv Goldman Sachs (GS) 1.5x Long Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,1.5,daily,GS
S000077580,Kurv Goldman Sachs (GS) 1.5x Short Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,-1.5,daily,GS
S000077581,Kurv Google (GOOGL) 1.75x Long Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,1.75,daily,GOOGL
S000077582,Kurv Google (GOOGL) 1.75x Short Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,-1.75,daily,GOOGL
S000077588,Kurv Apple (AAPL) 1.75x Short Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,-1.75,daily,AAPL
S000077590,Kurv Bank of America (BAC) 1.5x Long Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,1.5,daily,BAC
S000077591,Kurv Bank of America (BAC) 1.5x Short Daily ETF,NEOS ETF Trust,never_launched_or_no_filings,-1.5,daily,BAC
